Broken_Sets,Budding,Closed,Device,Open,Out_of_Sequence,Out_of_sequence,Plant,Setting,Test_Day,Test_Month,Test_Year,Total_flowers,Transition_B_to_O,Truss
0.0,6.0,1.0,1,2.0,0,,8,6.0,2,3,2016,18.0,3.0,201
0.0,12.0,2.0,1,2.0,0,,8,0.0,2,3,2016,19.0,3.0,202
0.0,27.0,0.0,1,0.0,0,,8,0.0,2,3,2016,27.0,0.0,203
0.0,1.0,0.0,1,2.0,0,,9,1.0,2,3,2016,7.0,3.0,101
0.0,6.0,0.0,1,0.0,0,,9,0.0,2,3,2016,7.0,1.0,102
0.0,2.0,1.0,1,3.0,0,,9,1.0,2,3,2016,8.0,1.0,201
0.0,5.0,0.0,1,0.0,0,,9,0.0,2,3,2016,7.0,2.0,202
0.0,2.0,0.0,1,2.0,0,,10,3.0,2,3,2016,8.0,1.0,101
0.0,4.0,0.0,1,1.0,0,,10,0.0,2,3,2016,7.0,2.0,102
0.0,8.0,0.0,1,0.0,0,,10,0.0,2,3,2016,8.0,0.0,103
0.0,1.0,1.0,1,4.0,0,,10,0.0,2,3,2016,8.0,2.0,201
0.0,7.0,0.0,1,0.0,0,,10,0.0,2,3,2016,8.0,1.0,202
0.0,2.0,1.0,1,3.0,0,,11,1.0,2,3,2016,8.0,1.0,101
0.0,8.0,0.0,1,0.0,0,,11,0.0,2,3,2016,8.0,0.0,102
0.0,2.0,0.0,1,3.0,0,,11,0.0,2,3,2016,8.0,3.0,201
0.0,8.0,0.0,1,0.0,0,,11,0.0,2,3,2016,8.0,0.0,202
0.0,2.0,0.0,1,2.0,0,,12,2.0,2,3,2016,8.0,2.0,101
0.0,7.0,0.0,1,0.0,0,,12,0.0,2,3,2016,8.0,1.0,102
0.0,1.0,1.0,1,2.0,0,,12,3.0,2,3,2016,8.0,1.0,201
0.0,3.0,0.0,1,1.0,0,,12,0.0,2,3,2016,7.0,3.0,202
0.0,3.0,0.0,1,3.0,0,,13,0.0,2,3,2016,8.0,2.0,101
0.0,7.0,0.0,1,0.0,0,,13,0.0,2,3,2016,7.0,0.0,102
0.0,2.0,1.0,1,3.0,0,,13,0.0,2,3,2016,8.0,2.0,201
0.0,8.0,0.0,1,0.0,0,,13,0.0,2,3,2016,8.0,0.0,202
0.0,0.0,1.0,1,1.0,0,,14,3.0,2,3,2016,6.0,1.0,101
0.0,2.0,1.0,1,3.0,0,,14,0.0,2,3,2016,8.0,2.0,102
0.0,6.0,0.0,1,0.0,0,,14,0.0,2,3,2016,7.0,1.0,103
0.0,0.0,1.0,1,4.0,0,,14,0.0,2,3,2016,7.0,2.0,201
0.0,7.0,0.0,1,0.0,0,,14,0.0,2,3,2016,8.0,1.0,202
0.0,5.0,2.0,2,3.0,0,,1,4.0,2,3,2016,17.0,3.0,101
0.0,8.0,0.0,2,5.0,0,,1,1.0,2,3,2016,16.0,2.0,102
0.0,14.0,0.0,2,0.0,0,,1,0.0,2,3,2016,16.0,2.0,103
0.0,5.0,2.0,2,2.0,0,,1,5.0,2,3,2016,16.0,2.0,201
0.0,16.0,0.0,2,7.0,0,,1,0.0,2,3,2016,28.0,5.0,202
0.0,12.0,0.0,2,0.0,0,,1,0.0,2,3,2016,14.0,2.0,203
0.0,7.0,1.0,2,3.0,0,,2,6.0,2,3,2016,19.0,2.0,101
0.0,9.0,2.0,2,4.0,0,,2,0.0,2,3,2016,17.0,2.0,102
0.0,13.0,0.0,2,0.0,0,,2,0.0,2,3,2016,15.0,2.0,103
0.0,6.0,0.0,2,4.0,0,,2,6.0,2,3,2016,17.0,1.0,201
0.0,10.0,0.0,2,6.0,0,,2,0.0,2,3,2016,18.0,2.0,202
0.0,12.0,0.0,2,0.0,0,,2,0.0,2,3,2016,14.0,2.0,203
0.0,8.0,0.0,2,3.0,0,,3,3.0,2,3,2016,17.0,3.0,101
0.0,11.0,0.0,2,3.0,0,,3,0.0,2,3,2016,17.0,3.0,102
0.0,6.0,1.0,2,4.0,0,,3,6.0,2,3,2016,20.0,3.0,201
0.0,11.0,2.0,2,3.0,0,,3,0.0,2,3,2016,19.0,3.0,202
0.0,13.0,0.0,2,0.0,0,,3,0.0,2,3,2016,14.0,1.0,203
0.0,8.0,2.0,2,3.0,0,,4,0.0,2,3,2016,16.0,3.0,102
0.0,11.0,0.0,2,0.0,0,,4,0.0,2,3,2016,13.0,2.0,103
0.0,7.0,3.0,2,1.0,0,,4,2.0,2,3,2016,16.0,3.0,201
0.0,10.0,0.0,2,2.0,0,,4,0.0,2,3,2016,15.0,3.0,202
0.0,7.0,0.0,2,5.0,0,,5,5.0,2,3,2016,20.0,3.0,101
0.0,12.0,0.0,2,5.0,0,,5,0.0,2,3,2016,20.0,3.0,102
0.0,13.0,0.0,2,0.0,0,,5,0.0,2,3,2016,13.0,0.0,103
0.0,8.0,3.0,2,3.0,0,,5,1.0,2,3,2016,18.0,3.0,201
0.0,12.0,0.0,2,0.0,0,,5,0.0,2,3,2016,15.0,3.0,202
0.0,4.0,0.0,2,1.0,0,,6,5.0,2,3,2016,13.0,3.0,101
0.0,10.0,0.0,2,6.0,0,,6,0.0,2,3,2016,19.0,3.0,102
0.0,13.0,0.0,2,0.0,0,,6,0.0,2,3,2016,14.0,1.0,103
0.0,8.0,0.0,2,5.0,0,,6,1.0,2,3,2016,17.0,3.0,201
0.0,13.0,0.0,2,0.0,0,,6,0.0,2,3,2016,13.0,0.0,202
0.0,9.0,3.0,2,9.0,0,,7,7.0,2,3,2016,35.0,7.0,101
0.0,10.0,2.0,2,4.0,0,,7,0.0,2,3,2016,18.0,2.0,102
0.0,11.0,0.0,2,0.0,0,,7,0.0,2,3,2016,13.0,2.0,103
0.0,9.0,1.0,2,4.0,0,,7,3.0,2,3,2016,20.0,3.0,201
0.0,11.0,0.0,2,2.0,0,,7,0.0,2,3,2016,16.0,3.0,202
0.0,7.0,2.0,2,4.0,0,,8,4.0,2,3,2016,19.0,2.0,101
0.0,11.0,2.0,2,2.0,0,,8,0.0,2,3,2016,19.0,4.0,102
0.0,14.0,0.0,2,0.0,0,,8,0.0,2,3,2016,14.0,0.0,103
0.0,11.0,0.0,2,0.0,0,,8,0.0,2,3,2016,13.0,2.0,201
0.0,2.0,1.0,2,4.0,0,,9,0.0,2,3,2016,9.0,2.0,101
0.0,6.0,0.0,2,0.0,0,,9,0.0,2,3,2016,7.0,1.0,102
0.0,0.0,0.0,2,1.0,0,,9,6.0,2,3,2016,7.0,0.0,201
0.0,3.0,0.0,2,3.0,0,,9,0.0,2,3,2016,7.0,1.0,202
0.0,0.0,3.0,2,4.0,0,,10,0.0,2,3,2016,8.0,1.0,101
0.0,4.0,0.0,2,2.0,0,,10,0.0,2,3,2016,8.0,2.0,102
0.0,7.0,0.0,2,0.0,0,,10,0.0,2,3,2016,7.0,0.0,103
0.0,0.0,2.0,2,4.0,0,,10,0.0,2,3,2016,7.0,1.0,201
0.0,4.0,0.0,2,1.0,0,,10,0.0,2,3,2016,8.0,3.0,202
0.0,5.0,0.0,2,0.0,0,,11,0.0,2,3,2016,7.0,2.0,101
0.0,1.0,2.0,2,2.0,0,,11,1.0,2,3,2016,8.0,2.0,201
0.0,5.0,0.0,2,0.0,0,,11,0.0,2,3,2016,7.0,2.0,202
0.0,1.0,0.0,2,2.0,0,,12,5.0,2,3,2016,8.0,0.0,101
0.0,2.0,0.0,2,3.0,0,,12,0.0,2,3,2016,7.0,2.0,102
0.0,7.0,0.0,2,0.0,0,,12,0.0,2,3,2016,7.0,0.0,103
0.0,0.0,0.0,2,3.0,0,,12,4.0,2,3,2016,8.0,1.0,201
0.0,3.0,0.0,2,1.0,0,,12,0.0,2,3,2016,7.0,3.0,202
0.0,1.0,0.0,2,3.0,0,,13,2.0,2,3,2016,8.0,2.0,101
0.0,1.0,0.0,2,3.0,0,,13,1.0,2,3,2016,8.0,3.0,201
0.0,8.0,0.0,2,0.0,0,,13,0.0,2,3,2016,8.0,0.0,202
0.0,1.0,1.0,2,1.0,0,,14,3.0,2,3,2016,7.0,1.0,101
0.0,6.0,0.0,2,0.0,0,,14,0.0,2,3,2016,7.0,1.0,102
0.0,2.0,1.0,2,4.0,0,,14,0.0,2,3,2016,8.0,1.0,201
0.0,6.0,0.0,2,0.0,0,,14,0.0,2,3,2016,7.0,1.0,202
0.0,14.0,4.0,3,6.0,0,,1,8.0,2,3,2016,36.0,4.0,101
0.0,10.0,2.0,3,2.0,0,,1,1.0,2,3,2016,17.0,2.0,102
0.0,12.0,0.0,3,0.0,0,,1,0.0,2,3,2016,14.0,2.0,103
0.0,15.0,2.0,3,5.0,0,,1,11.0,2,3,2016,37.0,4.0,201
0.0,10.0,1.0,3,4.0,0,,1,1.0,2,3,2016,19.0,3.0,202
0.0,13.0,0.0,3,0.0,0,,1,0.0,2,3,2016,14.0,1.0,203
0.0,10.0,2.0,3,3.0,0,,2,2.0,2,3,2016,20.0,3.0,101
0.0,12.0,0.0,3,1.0,0,,2,0.0,2,3,2016,16.0,3.0,102
0.0,9.0,2.0,3,3.0,0,,2,2.0,2,3,2016,19.0,3.0,201
0.0,13.0,0.0,3,0.0,0,,2,0.0,2,3,2016,15.0,2.0,202
0.0,8.0,1.0,3,3.0,0,,3,5.0,2,3,2016,19.0,2.0,101
0.0,9.0,1.0,3,3.0,0,,3,0.0,2,3,2016,15.0,2.0,102
0.0,13.0,0.0,3,0.0,0,,3,0.0,2,3,2016,13.0,0.0,103
0.0,10.0,1.0,3,3.0,0,,3,2.0,2,3,2016,19.0,3.0,201
0.0,11.0,0.0,3,0.0,0,,3,0.0,2,3,2016,14.0,3.0,202
0.0,7.0,1.0,3,2.0,0,,4,5.0,2,3,2016,18.0,3.0,101
0.0,8.0,1.0,3,4.0,0,,4,1.0,2,3,2016,17.0,3.0,102
0.0,14.0,0.0,3,0.0,0,,4,0.0,2,3,2016,15.0,1.0,103
0.0,9.0,2.0,3,6.0,0,,4,11.0,2,3,2016,33.0,5.0,201
0.0,11.0,2.0,3,3.0,0,,4,0.0,2,3,2016,19.0,3.0,202
0.0,7.0,3.0,3,3.0,0,,5,4.0,2,3,2016,20.0,3.0,101
0.0,9.0,1.0,3,3.0,0,,5,0.0,2,3,2016,16.0,3.0,102
0.0,12.0,0.0,3,0.0,0,,5,0.0,2,3,2016,12.0,0.0,103
0.0,10.0,2.0,3,7.0,0,,5,6.0,2,3,2016,30.0,5.0,201
0.0,9.0,1.0,3,3.0,0,,5,0.0,2,3,2016,16.0,3.0,202
0.0,11.0,0.0,3,0.0,0,,5,0.0,2,3,2016,11.0,0.0,203
0.0,9.0,3.0,3,2.0,0,,6,4.0,2,3,2016,19.0,1.0,101
0.0,9.0,1.0,3,2.0,0,,6,0.0,2,3,2016,14.0,2.0,102
0.0,13.0,0.0,3,0.0,0,,6,0.0,2,3,2016,13.0,0.0,103
0.0,8.0,2.0,3,3.0,0,,6,5.0,2,3,2016,20.0,2.0,201
0.0,9.0,0.0,3,3.0,0,,6,0.0,2,3,2016,15.0,3.0,202
0.0,10.0,3.0,3,7.0,0,,7,8.0,2,3,2016,33.0,5.0,101
0.0,10.0,0.0,3,1.0,0,,7,0.0,2,3,2016,13.0,2.0,102
0.0,14.0,0.0,3,0.0,0,,7,0.0,2,3,2016,14.0,0.0,103
0.0,8.0,4.0,3,4.0,0,,7,10.0,2,3,2016,32.0,6.0,201
0.0,8.0,3.0,3,3.0,0,,7,0.0,2,3,2016,18.0,4.0,202
0.0,12.0,0.0,3,0.0,0,,7,0.0,2,3,2016,12.0,0.0,203
0.0,7.0,2.0,3,2.0,0,,8,5.0,2,3,2016,19.0,3.0,101
0.0,7.0,2.0,3,2.0,0,,8,0.0,2,3,2016,14.0,3.0,102
0.0,12.0,3.0,3,5.0,0,,8,7.0,2,3,2016,31.0,4.0,201
0.0,9.0,1.0,3,3.0,0,,8,0.0,2,3,2016,15.0,2.0,202
0.0,10.0,0.0,3,0.0,0,,8,0.0,2,3,2016,10.0,0.0,203
0.0,2.0,0.0,3,2.0,0,,9,3.0,2,3,2016,8.0,1.0,101
0.0,5.0,0.0,3,0.0,0,,9,0.0,2,3,2016,7.0,2.0,102
0.0,2.0,0.0,3,3.0,0,,9,0.0,2,3,2016,8.0,3.0,201
0.0,7.0,0.0,3,0.0,0,,9,0.0,2,3,2016,7.0,0.0,202
0.0,3.0,0.0,3,2.0,0,,10,2.0,2,3,2016,8.0,1.0,101
0.0,6.0,0.0,3,0.0,0,,10,0.0,2,3,2016,7.0,1.0,102
0.0,7.0,0.0,3,0.0,0,,10,0.0,2,3,2016,8.0,1.0,103
0.0,2.0,1.0,3,3.0,0,,10,1.0,2,3,2016,8.0,1.0,201
0.0,6.0,0.0,3,0.0,0,,10,0.0,2,3,2016,8.0,2.0,202
0.0,0.0,1.0,3,2.0,0,,11,2.0,2,3,2016,6.0,1.0,101
0.0,5.0,0.0,3,0.0,0,,11,0.0,2,3,2016,7.0,2.0,102
0.0,1.0,1.0,3,2.0,0,,11,2.0,2,3,2016,8.0,2.0,201
0.0,6.0,0.0,3,0.0,0,,11,0.0,2,3,2016,8.0,2.0,202
0.0,4.0,1.0,3,1.0,0,,12,1.0,2,3,2016,7.0,0.0,101
0.0,3.0,0.0,3,1.0,0,,12,0.0,2,3,2016,7.0,3.0,102
0.0,1.0,1.0,3,2.0,0,,12,1.0,2,3,2016,7.0,2.0,201
0.0,5.0,0.0,3,0.0,0,,12,0.0,2,3,2016,7.0,2.0,202
0.0,2.0,0.0,3,3.0,0,,13,2.0,2,3,2016,8.0,1.0,101
0.0,6.0,0.0,3,0.0,0,,13,0.0,2,3,2016,7.0,1.0,102
0.0,2.0,1.0,3,2.0,0,,13,0.0,2,3,2016,8.0,3.0,201
0.0,4.0,0.0,3,0.0,0,,13,0.0,2,3,2016,4.0,0.0,202
0.0,1.0,0.0,3,2.0,0,,14,3.0,2,3,2016,7.0,1.0,101
0.0,5.0,0.0,3,0.0,0,,14,0.0,2,3,2016,8.0,3.0,102
0.0,1.0,1.0,3,2.0,0,,14,2.0,2,3,2016,8.0,2.0,201
0.0,7.0,0.0,3,0.0,0,,14,0.0,2,3,2016,8.0,1.0,202
0.0,9.0,0.0,4,3.0,0,,1,4.0,2,3,2016,20.0,4.0,101
0.0,11.0,0.0,4,2.0,0,,1,0.0,2,3,2016,17.0,4.0,102
0.0,11.0,0.0,4,4.0,0,,1,3.0,2,3,2016,21.0,3.0,201
0.0,11.0,0.0,4,2.0,0,,1,0.0,2,3,2016,16.0,3.0,202
0.0,5.0,1.0,4,4.0,0,,2,0.0,2,3,2016,11.0,1.0,101
0.0,11.0,0.0,4,0.0,0,,2,0.0,2,3,2016,14.0,3.0,102
0.0,10.0,0.0,4,3.0,0,,2,0.0,2,3,2016,17.0,4.0,201
0.0,12.0,0.0,4,0.0,0,,2,0.0,2,3,2016,12.0,0.0,202
0.0,8.0,0.0,4,5.0,0,,3,1.0,2,3,2016,17.0,3.0,101
0.0,20.0,0.0,4,0.0,0,,3,0.0,2,3,2016,24.0,4.0,102
0.0,13.0,0.0,4,0.0,0,,3,0.0,2,3,2016,13.0,0.0,103
0.0,12.0,3.0,4,4.0,0,,3,3.0,2,3,2016,28.0,6.0,201
0.0,19.0,0.0,4,3.0,0,,3,0.0,2,3,2016,27.0,5.0,202
0.0,12.0,0.0,4,0.0,0,,3,0.0,2,3,2016,12.0,0.0,203
0.0,9.0,0.0,4,6.0,0,,4,1.0,2,3,2016,19.0,3.0,101
0.0,10.0,0.0,4,0.0,0,,4,0.0,2,3,2016,13.0,3.0,102
0.0,9.0,1.0,4,4.0,0,,4,2.0,2,3,2016,19.0,3.0,201
0.0,11.0,0.0,4,1.0,0,,4,0.0,2,3,2016,15.0,3.0,202
0.0,9.0,0.0,4,5.0,0,,5,0.0,2,3,2016,15.0,1.0,101
0.0,9.0,0.0,4,0.0,0,,5,0.0,2,3,2016,9.0,0.0,102
0.0,8.0,2.0,4,5.0,0,,5,0.0,2,3,2016,16.0,1.0,201
0.0,9.0,0.0,4,2.0,0,,5,0.0,2,3,2016,13.0,2.0,202
0.0,9.0,0.0,4,4.0,0,,6,0.0,2,3,2016,16.0,3.0,101
0.0,11.0,0.0,4,0.0,0,,6,0.0,2,3,2016,13.0,2.0,102
0.0,9.0,1.0,4,8.0,0,,6,4.0,2,3,2016,25.0,3.0,201
0.0,7.0,0.0,4,4.0,0,,6,0.0,2,3,2016,15.0,4.0,202
0.0,17.0,0.0,4,0.0,0,,6,0.0,2,3,2016,20.0,3.0,203
0.0,2.0,0.0,4,3.0,0,,7,3.0,2,3,2016,8.0,0.0,101
0.0,4.0,0.0,4,0.0,0,,7,0.0,2,3,2016,6.0,2.0,102
0.0,3.0,0.0,4,3.0,0,,7,0.0,2,3,2016,7.0,1.0,201
0.0,6.0,0.0,4,0.0,0,,7,0.0,2,3,2016,6.0,0.0,202
0.0,3.0,1.0,4,2.0,0,,8,0.0,2,3,2016,8.0,2.0,101
0.0,8.0,0.0,4,0.0,0,,8,0.0,2,3,2016,8.0,0.0,102
0.0,2.0,0.0,4,4.0,0,,8,0.0,2,3,2016,7.0,1.0,201
0.0,7.0,0.0,4,0.0,0,,8,0.0,2,3,2016,8.0,1.0,202
0.0,2.0,0.0,4,3.0,0,,9,0.0,2,3,2016,7.0,2.0,101
0.0,8.0,0.0,4,0.0,0,,9,0.0,2,3,2016,8.0,0.0,102
0.0,16.0,2.0,5,8.0,0,,1,9.0,2,3,2016,42.0,7.0,101
0.0,12.0,2.0,5,2.0,0,,1,0.0,2,3,2016,18.0,2.0,102
0.0,16.0,0.0,5,0.0,0,,1,0.0,2,3,2016,16.0,0.0,103
0.0,3.0,1.0,5,3.0,0,,1,6.0,2,3,2016,16.0,3.0,201
0.0,8.0,0.0,5,3.0,0,,1,0.0,2,3,2016,14.0,3.0,202
0.0,8.0,2.0,5,2.0,0,,2,2.0,2,3,2016,17.0,3.0,101
0.0,10.0,0.0,5,0.0,0,,2,0.0,2,3,2016,14.0,4.0,102
0.0,8.0,2.0,5,2.0,0,,2,2.0,2,3,2016,17.0,3.0,201
0.0,11.0,0.0,5,0.0,0,,2,0.0,2,3,2016,13.0,2.0,202
0.0,8.0,1.0,5,2.0,0,,3,2.0,2,3,2016,15.0,2.0,101
0.0,18.0,0.0,5,0.0,0,,3,0.0,2,3,2016,18.0,0.0,102
0.0,8.0,2.0,5,2.0,0,,3,3.0,2,3,2016,18.0,3.0,201
0.0,14.0,0.0,5,0.0,0,,3,0.0,2,3,2016,16.0,2.0,202
0.0,3.0,2.0,5,5.0,0,,4,9.0,2,3,2016,23.0,4.0,101
0.0,8.0,2.0,5,2.0,0,,4,2.0,2,3,2016,17.0,3.0,102
0.0,6.0,2.0,5,2.0,0,,4,5.0,2,3,2016,17.0,2.0,201
0.0,9.0,1.0,5,4.0,0,,4,1.0,2,3,2016,18.0,3.0,202
0.0,3.0,1.0,5,4.0,0,,5,10.0,2,3,2016,24.0,6.0,101
0.0,7.0,3.0,5,2.0,0,,5,0.0,2,3,2016,15.0,3.0,102
0.0,13.0,0.0,5,0.0,0,,5,0.0,2,3,2016,13.0,0.0,103
0.0,5.0,2.0,5,4.0,0,,5,15.0,2,3,2016,32.0,6.0,201
0.0,9.0,1.0,5,3.0,0,,5,0.0,2,3,2016,16.0,3.0,202
0.0,15.0,0.0,5,0.0,0,,5,0.0,2,3,2016,15.0,0.0,203
0.0,8.0,2.0,5,2.0,0,,6,3.0,2,3,2016,18.0,3.0,101
0.0,12.0,0.0,5,0.0,0,,6,0.0,2,3,2016,14.0,2.0,102
0.0,4.0,0.0,5,2.0,0,,6,5.0,2,3,2016,14.0,3.0,201
0.0,6.0,2.0,5,2.0,0,,6,0.0,2,3,2016,14.0,4.0,202
0.0,1.0,2.0,5,2.0,0,,7,2.0,2,3,2016,8.0,1.0,101
0.0,7.0,0.0,5,0.0,0,,7,0.0,2,3,2016,7.0,0.0,102
0.0,2.0,2.0,5,1.0,0,,7,2.0,2,3,2016,8.0,1.0,201
0.0,5.0,0.0,5,0.0,0,,7,0.0,2,3,2016,7.0,2.0,202
0.0,3.0,1.0,5,2.0,0,,8,0.0,2,3,2016,7.0,1.0,201
0.0,7.0,0.0,5,0.0,0,,8,0.0,2,3,2016,7.0,0.0,202
0.0,1.0,1.0,5,1.0,0,,9,2.0,2,3,2016,8.0,3.0,101
0.0,7.0,0.0,5,0.0,0,,9,0.0,2,3,2016,8.0,1.0,102
0.0,2.0,1.0,5,2.0,0,,9,2.0,2,3,2016,8.0,1.0,201
0.0,6.0,0.0,5,0.0,0,,9,0.0,2,3,2016,6.0,0.0,202
0.0,0.0,1.0,5,2.0,0,,10,4.0,2,3,2016,8.0,1.0,101
0.0,4.0,0.0,5,2.0,0,,10,0.0,2,3,2016,8.0,2.0,102
0.0,0.0,1.0,5,1.0,0,,10,2.0,2,3,2016,8.0,4.0,201
0.0,6.0,0.0,5,0.0,0,,10,0.0,2,3,2016,8.0,2.0,202
0.0,1.0,1.0,5,1.0,0,,11,2.0,2,3,2016,7.0,2.0,101
0.0,5.0,0.0,5,0.0,0,,11,0.0,2,3,2016,7.0,2.0,102
0.0,0.0,2.0,5,2.0,0,,11,3.0,2,3,2016,7.0,0.0,201
0.0,1.0,0.0,5,2.0,0,,11,1.0,2,3,2016,6.0,2.0,202
0.0,9.0,3.0,1,3.0,0,,1,2.0,4,3,2016,19.0,2.0,101
0.0,9.0,0.0,1,2.0,0,,1,0.0,4,3,2016,14.0,3.0,102
0.0,6.0,2.0,1,3.0,0,,1,5.0,4,3,2016,18.0,2.0,201
0.0,8.0,1.0,1,3.0,0,,1,2.0,4,3,2016,16.0,2.0,202
0.0,12.0,0.0,1,0.0,0,,1,0.0,4,3,2016,14.0,2.0,203
0.0,11.0,2.0,1,3.0,0,,2,6.0,4,3,2016,24.0,2.0,101
0.0,11.0,1.0,1,4.0,0,,2,1.0,4,3,2016,20.0,3.0,102
0.0,13.0,0.0,1,0.0,0,,2,0.0,4,3,2016,15.0,2.0,103
0.0,7.0,1.0,1,3.0,0,,2,7.0,4,3,2016,20.0,2.0,201
0.0,10.0,1.0,1,3.0,0,,2,2.0,4,3,2016,18.0,2.0,202
0.0,13.0,0.0,1,0.0,0,,2,0.0,4,3,2016,15.0,2.0,203
0.0,6.0,2.0,1,2.0,0,,3,7.0,4,3,2016,19.0,2.0,101
0.0,8.0,1.0,1,2.0,0,,3,4.0,4,3,2016,18.0,3.0,102
0.0,10.0,0.0,1,2.0,0,,3,0.0,4,3,2016,14.0,2.0,103
0.0,13.0,0.0,1,0.0,0,,3,0.0,4,3,2016,13.0,0.0,104
0.0,3.0,2.0,1,2.0,0,,3,6.0,4,3,2016,15.0,2.0,201
0.0,7.0,2.0,1,4.0,0,,3,0.0,4,3,2016,16.0,3.0,202
0.0,9.0,0.0,1,0.0,0,,3,0.0,4,3,2016,13.0,4.0,203
0.0,6.0,1.0,1,3.0,0,,4,9.0,4,3,2016,21.0,2.0,101
0.0,11.0,1.0,1,4.0,0,,4,3.0,4,3,2016,21.0,2.0,102
0.0,11.0,0.0,1,2.0,0,,4,0.0,4,3,2016,16.0,3.0,103
0.0,6.0,1.0,1,2.0,0,,4,8.0,4,3,2016,19.0,2.0,201
0.0,11.0,0.0,1,4.0,0,,4,3.0,4,3,2016,20.0,2.0,202
0.0,12.0,0.0,1,0.0,0,,4,0.0,4,3,2016,15.0,3.0,203
0.0,5.0,1.0,1,2.0,0,,5,8.0,4,3,2016,18.0,2.0,101
0.0,9.0,0.0,1,4.0,0,,5,4.0,4,3,2016,19.0,2.0,102
0.0,12.0,0.0,1,2.0,0,,5,0.0,4,3,2016,16.0,2.0,103
0.0,16.0,2.0,1,6.0,0,,5,11.0,4,3,2016,39.0,4.0,201
0.0,10.0,2.0,1,3.0,0,,5,0.0,4,3,2016,18.0,3.0,202
0.0,13.0,0.0,1,0.0,0,,5,0.0,4,3,2016,13.0,0.0,203
0.0,6.0,1.0,1,2.0,0,,6,7.0,4,3,2016,17.0,1.0,101
0.0,8.0,1.0,1,3.0,0,,6,1.0,4,3,2016,14.0,1.0,102
0.0,12.0,0.0,1,0.0,0,,6,0.0,4,3,2016,12.0,0.0,103
0.0,6.0,3.0,1,2.0,0,,6,13.0,4,3,2016,27.0,3.0,201
0.0,8.0,1.0,1,2.0,0,,6,2.0,4,3,2016,15.0,2.0,202
0.0,11.0,0.0,1,0.0,0,,6,0.0,4,3,2016,12.0,1.0,203
0.0,20.0,2.0,1,4.0,0,,7,6.0,4,3,2016,35.0,3.0,101
0.0,10.0,0.0,1,4.0,0,,7,0.0,4,3,2016,16.0,2.0,102
0.0,10.0,2.0,1,4.0,0,,7,11.0,4,3,2016,31.0,4.0,201
0.0,6.0,2.0,1,2.0,0,,7,0.0,4,3,2016,13.0,3.0,202
0.0,10.0,0.0,1,0.0,0,,7,0.0,4,3,2016,10.0,0.0,203
0.0,5.0,1.0,1,2.0,0,,8,8.0,4,3,2016,18.0,2.0,101
0.0,7.0,3.0,1,3.0,0,,8,3.0,4,3,2016,18.0,2.0,102
0.0,10.0,0.0,1,2.0,0,,8,0.0,4,3,2016,15.0,3.0,103
0.0,5.0,2.0,1,1.0,0,,8,7.0,4,3,2016,18.0,3.0,201
0.0,9.0,1.0,1,2.0,0,,8,2.0,4,3,2016,18.0,4.0,202
0.0,31.0,0.0,1,0.0,0,,8,0.0,4,3,2016,31.0,0.0,203
0.0,1.0,2.0,1,2.0,0,,9,1.0,4,3,2016,7.0,1.0,101
0.0,5.0,0.0,1,0.0,0,,9,0.0,4,3,2016,8.0,3.0,102
0.0,0.0,1.0,1,2.0,0,,9,3.0,4,3,2016,7.0,1.0,201
0.0,1.0,0.0,1,2.0,0,,9,0.0,4,3,2016,6.0,3.0,202
0.0,2.0,1.0,1,2.0,0,,11,3.0,4,3,2016,8.0,0.0,101
0.0,4.0,0.0,1,0.0,0,,11,0.0,4,3,2016,5.0,1.0,102
0.0,1.0,2.0,1,2.0,0,,11,0.0,4,3,2016,7.0,2.0,201
0.0,5.0,0.0,1,0.0,0,,11,0.0,4,3,2016,7.0,2.0,202
0.0,1.0,0.0,1,2.0,0,,12,3.0,4,3,2016,7.0,1.0,101
0.0,6.0,0.0,1,0.0,0,,12,0.0,4,3,2016,8.0,2.0,102
0.0,1.0,1.0,1,2.0,0,,12,4.0,4,3,2016,8.0,0.0,201
0.0,2.0,0.0,1,3.0,0,,12,0.0,4,3,2016,7.0,2.0,202
0.0,3.0,2.0,1,2.0,0,,13,0.0,4,3,2016,8.0,1.0,101
0.0,5.0,0.0,1,0.0,0,,13,0.0,4,3,2016,5.0,0.0,102
0.0,0.0,1.0,1,3.0,0,,13,2.0,4,3,2016,7.0,1.0,201
0.0,7.0,0.0,1,0.0,0,,13,0.0,4,3,2016,8.0,1.0,202
0.0,0.0,0.0,1,1.0,0,,14,5.0,4,3,2016,6.0,0.0,101
0.0,0.0,1.0,1,2.0,0,,14,2.0,4,3,2016,7.0,2.0,102
0.0,0.0,0.0,1,4.0,0,,14,2.0,4,3,2016,7.0,1.0,201
0.0,5.0,0.0,1,0.0,0,,14,0.0,4,3,2016,7.0,2.0,202
0.0,5.0,3.0,2,2.0,0,,1,6.0,4,3,2016,18.0,2.0,101
0.0,7.0,1.0,2,4.0,0,,1,2.0,4,3,2016,17.0,3.0,102
0.0,11.0,0.0,2,2.0,0,,1,0.0,4,3,2016,16.0,3.0,103
0.0,14.0,0.0,2,0.0,0,,1,0.0,4,3,2016,14.0,0.0,104
0.0,3.0,2.0,2,2.0,0,,1,6.0,4,3,2016,14.0,1.0,201
0.0,15.0,3.0,2,5.0,0,,1,0.0,4,3,2016,29.0,6.0,202
0.0,12.0,0.0,2,1.0,0,,1,0.0,4,3,2016,16.0,3.0,203
