Device,Plant,Truss,Total_flowers,Budding,Transition_B_to_O,Open,Closed,Setting,Broken_Sets,Out_of_Sequence,Test_Year,Test_Month,Test_Day
1,3,101,19.0,6.0,3.0,3.0,2.0,5.0,0.0,0,572544,852,568
1,3,102,18.0,10.0,3.0,3.0,1.0,1.0,0.0,0,572544,852,568
1,3,103,14.0,11.0,3.0,0.0,0.0,0.0,0.0,0,572544,852,568
1,3,201,16.0,5.0,2.0,3.0,1.0,5.0,0.0,0,572544,852,568
1,3,202,16.0,9.0,3.0,4.0,0.0,0.0,0.0,0,572544,852,568
1,3,203,13.0,12.0,1.0,0.0,0.0,0.0,0.0,0,572544,852,568
1,4,101,22.0,8.0,3.0,3.0,3.0,5.0,0.0,0,572544,852,568
1,4,102,20.0,11.0,3.0,4.0,2.0,0.0,0.0,0,572544,852,568
1,4,103,15.0,13.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
1,4,201,19.0,7.0,2.0,4.0,0.0,6.0,0.0,0,572544,852,568
1,4,202,19.0,11.0,3.0,4.0,1.0,0.0,0.0,0,572544,852,568
1,4,203,15.0,14.0,1.0,0.0,0.0,0.0,0.0,0,572544,852,568
1,5,101,18.0,6.0,3.0,3.0,1.0,5.0,0.0,0,572544,852,568
1,5,102,19.0,10.0,3.0,4.0,2.0,0.0,0.0,0,572544,852,568
1,5,103,15.0,12.0,3.0,0.0,0.0,0.0,0.0,0,572544,852,568
1,5,201,39.0,17.0,5.0,9.0,3.0,5.0,0.0,0,572544,852,568
1,5,202,18.0,12.0,3.0,3.0,0.0,0.0,0.0,0,572544,852,568
1,5,203,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
1,6,101,19.0,10.0,1.0,3.0,1.0,4.0,0.0,0,572544,852,568
1,6,102,16.0,11.0,2.0,2.0,1.0,0.0,0.0,0,572544,852,568
1,6,201,32.0,11.0,4.0,5.0,5.0,7.0,0.0,0,572544,852,568
1,6,202,16.0,9.0,3.0,4.0,0.0,0.0,0.0,0,572544,852,568
1,6,203,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
1,7,101,32.0,17.0,6.0,5.0,1.0,3.0,0.0,0,572544,852,568
1,7,102,16.0,11.0,3.0,2.0,0.0,0.0,0.0,0,572544,852,568
1,7,201,34.0,14.0,6.0,4.0,3.0,7.0,0.0,0,572544,852,568
1,7,202,14.0,8.0,3.0,3.0,0.0,0.0,0.0,0,572544,852,568
1,7,203,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
1,8,101,19.0,6.0,4.0,3.0,1.0,5.0,0.0,0,572544,852,568
1,8,102,18.0,8.0,4.0,2.0,3.0,1.0,0.0,0,572544,852,568
1,8,103,14.0,11.0,3.0,0.0,0.0,0.0,0.0,0,572544,852,568
1,8,201,18.0,6.0,3.0,2.0,1.0,6.0,0.0,0,572544,852,568
1,8,202,19.0,12.0,3.0,2.0,2.0,0.0,0.0,0,572544,852,568
1,8,203,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
1,9,101,7.0,1.0,3.0,2.0,0.0,1.0,0.0,0,572544,852,568
1,9,102,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0,572544,852,568
1,9,201,8.0,2.0,1.0,3.0,1.0,1.0,0.0,0,572544,852,568
1,9,202,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
1,10,101,8.0,2.0,1.0,2.0,0.0,3.0,0.0,0,572544,852,568
1,10,102,7.0,4.0,2.0,1.0,0.0,0.0,0.0,0,572544,852,568
1,10,103,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
1,10,201,8.0,1.0,2.0,4.0,1.0,0.0,0.0,0,572544,852,568
1,10,202,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0,572544,852,568
1,11,101,8.0,2.0,1.0,3.0,1.0,1.0,0.0,0,572544,852,568
1,11,102,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
1,11,201,8.0,2.0,3.0,3.0,0.0,0.0,0.0,0,572544,852,568
1,11,202,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
1,12,101,8.0,2.0,2.0,2.0,0.0,2.0,0.0,0,572544,852,568
1,12,102,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0,572544,852,568
1,12,201,8.0,1.0,1.0,2.0,1.0,3.0,0.0,0,572544,852,568
1,12,202,7.0,3.0,3.0,1.0,0.0,0.0,0.0,0,572544,852,568
1,13,101,8.0,3.0,2.0,3.0,0.0,0.0,0.0,0,572544,852,568
1,13,102,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
1,13,201,8.0,2.0,2.0,3.0,1.0,0.0,0.0,0,572544,852,568
1,13,202,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
1,14,101,6.0,0.0,1.0,1.0,1.0,3.0,0.0,0,572544,852,568
1,14,102,8.0,2.0,2.0,3.0,1.0,0.0,0.0,0,572544,852,568
1,14,103,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0,572544,852,568
1,14,201,7.0,0.0,2.0,4.0,1.0,0.0,0.0,0,572544,852,568
1,14,202,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0,572544,852,568
2,1,101,17.0,5.0,3.0,3.0,2.0,4.0,0.0,0,572544,852,568
2,1,102,16.0,8.0,2.0,5.0,0.0,1.0,0.0,0,572544,852,568
2,1,103,16.0,14.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
2,1,201,16.0,5.0,2.0,2.0,2.0,5.0,0.0,0,572544,852,568
2,1,202,28.0,16.0,5.0,7.0,0.0,0.0,0.0,0,572544,852,568
2,1,203,14.0,12.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
2,2,101,19.0,7.0,2.0,3.0,1.0,6.0,0.0,0,572544,852,568
2,2,102,17.0,9.0,2.0,4.0,2.0,0.0,0.0,0,572544,852,568
2,2,103,15.0,13.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
2,2,201,17.0,6.0,1.0,4.0,0.0,6.0,0.0,0,572544,852,568
2,2,202,18.0,10.0,2.0,6.0,0.0,0.0,0.0,0,572544,852,568
2,2,203,14.0,12.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
2,3,101,17.0,8.0,3.0,3.0,0.0,3.0,0.0,0,572544,852,568
2,3,102,17.0,11.0,3.0,3.0,0.0,0.0,0.0,0,572544,852,568
2,3,201,20.0,6.0,3.0,4.0,1.0,6.0,0.0,0,572544,852,568
2,3,202,19.0,11.0,3.0,3.0,2.0,0.0,0.0,0,572544,852,568
2,3,203,14.0,13.0,1.0,0.0,0.0,0.0,0.0,0,572544,852,568
2,4,102,16.0,8.0,3.0,3.0,2.0,0.0,0.0,0,572544,852,568
2,4,103,13.0,11.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
2,4,201,16.0,7.0,3.0,1.0,3.0,2.0,0.0,0,572544,852,568
2,4,202,15.0,10.0,3.0,2.0,0.0,0.0,0.0,0,572544,852,568
2,5,101,20.0,7.0,3.0,5.0,0.0,5.0,0.0,0,572544,852,568
2,5,102,20.0,12.0,3.0,5.0,0.0,0.0,0.0,0,572544,852,568
2,5,103,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
2,5,201,18.0,8.0,3.0,3.0,3.0,1.0,0.0,0,572544,852,568
2,5,202,15.0,12.0,3.0,0.0,0.0,0.0,0.0,0,572544,852,568
2,6,101,13.0,4.0,3.0,1.0,0.0,5.0,0.0,0,572544,852,568
2,6,102,19.0,10.0,3.0,6.0,0.0,0.0,0.0,0,572544,852,568
2,6,103,14.0,13.0,1.0,0.0,0.0,0.0,0.0,0,572544,852,568
2,6,201,17.0,8.0,3.0,5.0,0.0,1.0,0.0,0,572544,852,568
2,6,202,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
2,7,101,35.0,9.0,7.0,9.0,3.0,7.0,0.0,0,572544,852,568
2,7,102,18.0,10.0,2.0,4.0,2.0,0.0,0.0,0,572544,852,568
2,7,103,13.0,11.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
2,7,201,20.0,9.0,3.0,4.0,1.0,3.0,0.0,0,572544,852,568
2,7,202,16.0,11.0,3.0,2.0,0.0,0.0,0.0,0,572544,852,568
2,8,101,19.0,7.0,2.0,4.0,2.0,4.0,0.0,0,572544,852,568
2,8,102,19.0,11.0,4.0,2.0,2.0,0.0,0.0,0,572544,852,568
2,8,103,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
2,8,201,13.0,11.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
2,9,101,9.0,2.0,2.0,4.0,1.0,0.0,0.0,0,572544,852,568
2,9,102,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0,572544,852,568
2,9,201,7.0,0.0,0.0,1.0,0.0,6.0,0.0,0,572544,852,568
2,9,202,7.0,3.0,1.0,3.0,0.0,0.0,0.0,0,572544,852,568
2,10,101,8.0,0.0,1.0,4.0,3.0,0.0,0.0,0,572544,852,568
2,10,102,8.0,4.0,2.0,2.0,0.0,0.0,0.0,0,572544,852,568
2,10,103,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
2,10,201,7.0,0.0,1.0,4.0,2.0,0.0,0.0,0,572544,852,568
2,10,202,8.0,4.0,3.0,1.0,0.0,0.0,0.0,0,572544,852,568
2,11,101,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
2,11,201,8.0,1.0,2.0,2.0,2.0,1.0,0.0,0,572544,852,568
2,11,202,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
2,12,101,8.0,1.0,0.0,2.0,0.0,5.0,0.0,0,572544,852,568
2,12,102,7.0,2.0,2.0,3.0,0.0,0.0,0.0,0,572544,852,568
2,12,103,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
2,12,201,8.0,0.0,1.0,3.0,0.0,4.0,0.0,0,572544,852,568
2,12,202,7.0,3.0,3.0,1.0,0.0,0.0,0.0,0,572544,852,568
2,13,101,8.0,1.0,2.0,3.0,0.0,2.0,0.0,0,572544,852,568
2,13,201,8.0,1.0,3.0,3.0,0.0,1.0,0.0,0,572544,852,568
2,13,202,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
2,14,101,7.0,1.0,1.0,1.0,1.0,3.0,0.0,0,572544,852,568
2,14,102,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0,572544,852,568
2,14,201,8.0,2.0,1.0,4.0,1.0,0.0,0.0,0,572544,852,568
2,14,202,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,1,101,36.0,14.0,4.0,6.0,4.0,8.0,0.0,0,572544,852,568
3,1,102,17.0,10.0,2.0,2.0,2.0,1.0,0.0,0,572544,852,568
3,1,103,14.0,12.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,1,201,37.0,15.0,4.0,5.0,2.0,11.0,0.0,0,572544,852,568
3,1,202,19.0,10.0,3.0,4.0,1.0,1.0,0.0,0,572544,852,568
3,1,203,14.0,13.0,1.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,2,101,20.0,10.0,3.0,3.0,2.0,2.0,0.0,0,572544,852,568
3,2,102,16.0,12.0,3.0,1.0,0.0,0.0,0.0,0,572544,852,568
3,2,201,19.0,9.0,3.0,3.0,2.0,2.0,0.0,0,572544,852,568
3,2,202,15.0,13.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,3,101,19.0,8.0,2.0,3.0,1.0,5.0,0.0,0,572544,852,568
3,3,102,15.0,9.0,2.0,3.0,1.0,0.0,0.0,0,572544,852,568
3,3,103,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,3,201,19.0,10.0,3.0,3.0,1.0,2.0,0.0,0,572544,852,568
3,3,202,14.0,11.0,3.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,4,101,18.0,7.0,3.0,2.0,1.0,5.0,0.0,0,572544,852,568
3,4,102,17.0,8.0,3.0,4.0,1.0,1.0,0.0,0,572544,852,568
3,4,103,15.0,14.0,1.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,4,201,33.0,9.0,5.0,6.0,2.0,11.0,0.0,0,572544,852,568
3,4,202,19.0,11.0,3.0,3.0,2.0,0.0,0.0,0,572544,852,568
3,5,101,20.0,7.0,3.0,3.0,3.0,4.0,0.0,0,572544,852,568
3,5,102,16.0,9.0,3.0,3.0,1.0,0.0,0.0,0,572544,852,568
3,5,103,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,5,201,30.0,10.0,5.0,7.0,2.0,6.0,0.0,0,572544,852,568
3,5,202,16.0,9.0,3.0,3.0,1.0,0.0,0.0,0,572544,852,568
3,5,203,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,6,101,19.0,9.0,1.0,2.0,3.0,4.0,0.0,0,572544,852,568
3,6,102,14.0,9.0,2.0,2.0,1.0,0.0,0.0,0,572544,852,568
3,6,103,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,6,201,20.0,8.0,2.0,3.0,2.0,5.0,0.0,0,572544,852,568
3,6,202,15.0,9.0,3.0,3.0,0.0,0.0,0.0,0,572544,852,568
3,7,101,33.0,10.0,5.0,7.0,3.0,8.0,0.0,0,572544,852,568
3,7,102,13.0,10.0,2.0,1.0,0.0,0.0,0.0,0,572544,852,568
3,7,103,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,7,201,32.0,8.0,6.0,4.0,4.0,10.0,0.0,0,572544,852,568
3,7,202,18.0,8.0,4.0,3.0,3.0,0.0,0.0,0,572544,852,568
3,7,203,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,8,101,19.0,7.0,3.0,2.0,2.0,5.0,0.0,0,572544,852,568
3,8,102,14.0,7.0,3.0,2.0,2.0,0.0,0.0,0,572544,852,568
3,8,201,31.0,12.0,4.0,5.0,3.0,7.0,0.0,0,572544,852,568
3,8,202,15.0,9.0,2.0,3.0,1.0,0.0,0.0,0,572544,852,568
3,8,203,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,9,101,8.0,2.0,1.0,2.0,0.0,3.0,0.0,0,572544,852,568
3,9,102,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,9,201,8.0,2.0,3.0,3.0,0.0,0.0,0.0,0,572544,852,568
3,9,202,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,10,101,8.0,3.0,1.0,2.0,0.0,2.0,0.0,0,572544,852,568
3,10,102,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,10,103,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,10,201,8.0,2.0,1.0,3.0,1.0,1.0,0.0,0,572544,852,568
3,10,202,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,11,101,6.0,0.0,1.0,2.0,1.0,2.0,0.0,0,572544,852,568
3,11,102,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,11,201,8.0,1.0,2.0,2.0,1.0,2.0,0.0,0,572544,852,568
3,11,202,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,12,101,7.0,4.0,0.0,1.0,1.0,1.0,0.0,0,572544,852,568
3,12,102,7.0,3.0,3.0,1.0,0.0,0.0,0.0,0,572544,852,568
3,12,201,7.0,1.0,2.0,2.0,1.0,1.0,0.0,0,572544,852,568
3,12,202,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,13,101,8.0,2.0,1.0,3.0,0.0,2.0,0.0,0,572544,852,568
3,13,102,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,13,201,8.0,2.0,3.0,2.0,1.0,0.0,0.0,0,572544,852,568
3,13,202,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,14,101,7.0,1.0,1.0,2.0,0.0,3.0,0.0,0,572544,852,568
3,14,102,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0,572544,852,568
3,14,201,8.0,1.0,2.0,2.0,1.0,2.0,0.0,0,572544,852,568
3,14,202,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0,572544,852,568
5,1,101,20.0,9.0,4.0,3.0,0.0,4.0,0.0,0,572544,852,568
5,1,102,17.0,11.0,4.0,2.0,0.0,0.0,0.0,0,572544,852,568
5,1,201,21.0,11.0,3.0,4.0,0.0,3.0,0.0,0,572544,852,568
5,1,202,16.0,11.0,3.0,2.0,0.0,0.0,0.0,0,572544,852,568
5,2,101,11.0,5.0,1.0,4.0,1.0,0.0,0.0,0,572544,852,568
5,2,102,14.0,11.0,3.0,0.0,0.0,0.0,0.0,0,572544,852,568
5,2,201,17.0,10.0,4.0,3.0,0.0,0.0,0.0,0,572544,852,568
5,2,202,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
5,3,101,17.0,8.0,3.0,5.0,0.0,1.0,0.0,0,572544,852,568
5,3,102,24.0,20.0,4.0,0.0,0.0,0.0,0.0,0,572544,852,568
5,3,103,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
5,3,201,28.0,12.0,6.0,4.0,3.0,3.0,0.0,0,572544,852,568
5,3,202,27.0,19.0,5.0,3.0,0.0,0.0,0.0,0,572544,852,568
5,3,203,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
5,4,101,19.0,9.0,3.0,6.0,0.0,1.0,0.0,0,572544,852,568
5,4,102,13.0,10.0,3.0,0.0,0.0,0.0,0.0,0,572544,852,568
5,4,201,19.0,9.0,3.0,4.0,1.0,2.0,0.0,0,572544,852,568
5,4,202,15.0,11.0,3.0,1.0,0.0,0.0,0.0,0,572544,852,568
5,5,101,15.0,9.0,1.0,5.0,0.0,0.0,0.0,0,572544,852,568
5,5,102,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
5,5,201,16.0,8.0,1.0,5.0,2.0,0.0,0.0,0,572544,852,568
5,5,202,13.0,9.0,2.0,2.0,0.0,0.0,0.0,0,572544,852,568
5,6,101,16.0,9.0,3.0,4.0,0.0,0.0,0.0,0,572544,852,568
5,6,102,13.0,11.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
5,6,201,25.0,9.0,3.0,8.0,1.0,4.0,0.0,0,572544,852,568
5,6,202,15.0,7.0,4.0,4.0,0.0,0.0,0.0,0,572544,852,568
5,6,203,20.0,17.0,3.0,0.0,0.0,0.0,0.0,0,572544,852,568
5,7,101,8.0,2.0,0.0,3.0,0.0,3.0,0.0,0,572544,852,568
5,7,102,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
5,7,201,7.0,3.0,1.0,3.0,0.0,0.0,0.0,0,572544,852,568
5,7,202,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
5,8,101,8.0,3.0,2.0,2.0,1.0,0.0,0.0,0,572544,852,568
5,8,102,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
5,8,201,7.0,2.0,1.0,4.0,0.0,0.0,0.0,0,572544,852,568
5,8,202,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0,572544,852,568
5,9,101,7.0,2.0,2.0,3.0,0.0,0.0,0.0,0,572544,852,568
5,9,102,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
6,1,101,42.0,16.0,7.0,8.0,2.0,9.0,0.0,0,572544,852,568
6,1,102,18.0,12.0,2.0,2.0,2.0,0.0,0.0,0,572544,852,568
6,1,103,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
6,1,201,16.0,3.0,3.0,3.0,1.0,6.0,0.0,0,572544,852,568
6,1,202,14.0,8.0,3.0,3.0,0.0,0.0,0.0,0,572544,852,568
6,2,101,17.0,8.0,3.0,2.0,2.0,2.0,0.0,0,572544,852,568
6,2,102,14.0,10.0,4.0,0.0,0.0,0.0,0.0,0,572544,852,568
6,2,201,17.0,8.0,3.0,2.0,2.0,2.0,0.0,0,572544,852,568
6,2,202,13.0,11.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
6,3,101,15.0,8.0,2.0,2.0,1.0,2.0,0.0,0,572544,852,568
6,3,102,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
6,3,201,18.0,8.0,3.0,2.0,2.0,3.0,0.0,0,572544,852,568
6,3,202,16.0,14.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
6,4,101,23.0,3.0,4.0,5.0,2.0,9.0,0.0,0,572544,852,568
6,4,102,17.0,8.0,3.0,2.0,2.0,2.0,0.0,0,572544,852,568
6,4,201,17.0,6.0,2.0,2.0,2.0,5.0,0.0,0,572544,852,568
6,4,202,18.0,9.0,3.0,4.0,1.0,1.0,0.0,0,572544,852,568
6,5,101,24.0,3.0,6.0,4.0,1.0,10.0,0.0,0,572544,852,568
6,5,102,15.0,7.0,3.0,2.0,3.0,0.0,0.0,0,572544,852,568
6,5,103,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
6,5,201,32.0,5.0,6.0,4.0,2.0,15.0,0.0,0,572544,852,568
6,5,202,16.0,9.0,3.0,3.0,1.0,0.0,0.0,0,572544,852,568
6,5,203,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
6,6,101,18.0,8.0,3.0,2.0,2.0,3.0,0.0,0,572544,852,568
6,6,102,14.0,12.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
6,6,201,14.0,4.0,3.0,2.0,0.0,5.0,0.0,0,572544,852,568
6,6,202,14.0,6.0,4.0,2.0,2.0,0.0,0.0,0,572544,852,568
6,7,101,8.0,1.0,1.0,2.0,2.0,2.0,0.0,0,572544,852,568
6,7,102,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
6,7,201,8.0,2.0,1.0,1.0,2.0,2.0,0.0,0,572544,852,568
6,7,202,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
6,8,201,7.0,3.0,1.0,2.0,1.0,0.0,0.0,0,572544,852,568
6,8,202,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
6,9,101,8.0,1.0,3.0,1.0,1.0,2.0,0.0,0,572544,852,568
6,9,102,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0,572544,852,568
6,9,201,8.0,2.0,1.0,2.0,1.0,2.0,0.0,0,572544,852,568
6,9,202,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0,572544,852,568
6,10,101,8.0,0.0,1.0,2.0,1.0,4.0,0.0,0,572544,852,568
6,10,102,8.0,4.0,2.0,2.0,0.0,0.0,0.0,0,572544,852,568
6,10,201,8.0,0.0,4.0,1.0,1.0,2.0,0.0,0,572544,852,568
6,10,202,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
6,11,101,7.0,1.0,2.0,1.0,1.0,2.0,0.0,0,572544,852,568
6,11,102,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0,572544,852,568
6,11,201,7.0,0.0,0.0,2.0,2.0,3.0,0.0,0,572544,852,568
6,11,202,6.0,1.0,2.0,2.0,0.0,1.0,0.0,0,572544,852,568
1,1,101,19.0,9.0,2.0,3.0,3.0,2.0,0.0,0,594720,885,1180
1,1,102,14.0,9.0,3.0,2.0,0.0,0.0,0.0,0,594720,885,1180
1,1,201,18.0,6.0,2.0,3.0,2.0,5.0,0.0,0,594720,885,1180
1,1,202,16.0,8.0,2.0,3.0,1.0,2.0,0.0,0,594720,885,1180
1,1,203,14.0,12.0,2.0,0.0,0.0,0.0,0.0,0,594720,885,1180
1,2,101,24.0,11.0,2.0,3.0,2.0,6.0,0.0,0,594720,885,1180
1,2,102,20.0,11.0,3.0,4.0,1.0,1.0,0.0,0,594720,885,1180
1,2,103,15.0,13.0,2.0,0.0,0.0,0.0,0.0,0,594720,885,1180
1,2,201,20.0,7.0,2.0,3.0,1.0,7.0,0.0,0,594720,885,1180
1,2,202,18.0,10.0,2.0,3.0,1.0,2.0,0.0,0,594720,885,1180
1,2,203,15.0,13.0,2.0,0.0,0.0,0.0,0.0,0,594720,885,1180
1,3,101,19.0,6.0,2.0,2.0,2.0,7.0,0.0,0,594720,885,1180
1,3,102,18.0,8.0,3.0,2.0,1.0,4.0,0.0,0,594720,885,1180
1,3,103,14.0,10.0,2.0,2.0,0.0,0.0,0.0,0,594720,885,1180
1,3,104,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0,594720,885,1180
1,3,201,15.0,3.0,2.0,2.0,2.0,6.0,0.0,0,594720,885,1180
1,3,202,16.0,7.0,3.0,4.0,2.0,0.0,0.0,0,594720,885,1180
1,3,203,13.0,9.0,4.0,0.0,0.0,0.0,0.0,0,594720,885,1180
1,4,101,21.0,6.0,2.0,3.0,1.0,9.0,0.0,0,594720,885,1180
1,4,102,21.0,11.0,2.0,4.0,1.0,3.0,0.0,0,594720,885,1180
1,4,103,16.0,11.0,3.0,2.0,0.0,0.0,0.0,0,594720,885,1180
1,4,201,19.0,6.0,2.0,2.0,1.0,8.0,0.0,0,594720,885,1180
1,4,202,20.0,11.0,2.0,4.0,0.0,3.0,0.0,0,594720,885,1180
1,4,203,15.0,12.0,3.0,0.0,0.0,0.0,0.0,0,594720,885,1180
1,5,101,18.0,5.0,2.0,2.0,1.0,8.0,0.0,0,594720,885,1180
1,5,102,19.0,9.0,2.0,4.0,0.0,4.0,0.0,0,594720,885,1180
1,5,103,16.0,12.0,2.0,2.0,0.0,0.0,0.0,0,594720,885,1180
1,5,201,39.0,16.0,4.0,6.0,2.0,11.0,0.0,0,594720,885,1180
1,5,202,18.0,10.0,3.0,3.0,2.0,0.0,0.0,0,594720,885,1180
1,5,203,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0,594720,885,1180
1,6,101,17.0,6.0,1.0,2.0,1.0,7.0,0.0,0,594720,885,1180
1,6,102,14.0,8.0,1.0,3.0,1.0,1.0,0.0,0,594720,885,1180
1,6,103,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,594720,885,1180
1,6,201,27.0,6.0,3.0,2.0,3.0,13.0,0.0,0,594720,885,1180
1,6,202,15.0,8.0,2.0,2.0,1.0,2.0,0.0,0,594720,885,1180
1,6,203,12.0,11.0,1.0,0.0,0.0,0.0,0.0,0,594720,885,1180
1,7,101,35.0,20.0,3.0,4.0,2.0,6.0,0.0,0,594720,885,1180
1,7,102,16.0,10.0,2.0,4.0,0.0,0.0,0.0,0,594720,885,1180
1,7,201,31.0,10.0,4.0,4.0,2.0,11.0,0.0,0,594720,885,1180
1,7,202,13.0,6.0,3.0,2.0,2.0,0.0,0.0,0,594720,885,1180
1,7,203,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0,594720,885,1180
1,8,101,18.0,5.0,2.0,2.0,1.0,8.0,0.0,0,594720,885,1180
1,8,102,18.0,7.0,2.0,3.0,3.0,3.0,0.0,0,594720,885,1180
1,8,103,15.0,10.0,3.0,2.0,0.0,0.0,0.0,0,594720,885,1180
1,8,201,18.0,5.0,3.0,1.0,2.0,7.0,0.0,0,594720,885,1180
1,8,202,18.0,9.0,4.0,2.0,1.0,2.0,0.0,0,594720,885,1180
1,8,203,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0,594720,885,1180
1,9,101,7.0,1.0,1.0,2.0,2.0,1.0,0.0,0,594720,885,1180
1,9,102,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0,594720,885,1180
